Numr Boletim Ocorrencia,Narrativa,Natureza Ocorrencia,Desc Forma,Municipio,Bairro,Tipo Logradouro,Logradouro,Logr Numero,Logr Complemento,Ano Fato,Mes Fato,Dia Fato,Data Fato,Hora Minuto Fato,Qtde BO
2016.146972,"ESTA GUARNIÇÃO FOI ACIONADA VIA COPOM,SENDO INFORMADA DE UMA OCORRÊNCIA DE FURTO NO BAIRRO SETOR INDUSTRIAL ONDE SEGUNDO RELATO DA VITIMA ,HAVIA SIDO FURTADO CONFORME B.O Nº20016.146526 REGISTRADO NA DATA 02/05/20016 E NA REFERIDA DATA A VITIMA LOCALIZOU OS PRODUTOS DE FURTO PRÓXIMO A SUA RESIDÊNCIA EM UMA KITINTE. DIANTE DAS INFORMAÇÃO REPASSADA ESTA GUPM FEZ PRESENTE NO LOCAL DEPARANDO COM A VITIMA QUAL RECONHECEU UMA GELADEIRA NO APARTAMENTO 15 COM A TESTEMUNHA SENHORA MARINALVA , A QUAL RELATOU QUE SEU VIZINHO SUSPEITO, CONTRATOU O SERVIÇO DA MESMA PARA LIMPAR A REFERIDA GELADEIRA , AINDA RELATOU QUE AVISTOU O SUSPEITO CHEGANDO COM OUTROS OBJETOS E HAVIA GUARDADO NO APARTAMENTO 14. A GUARNIÇÃO JUNTAMENTE COM A TESTEMUNHA E PROPRIETÁRIO DAS KITINETES SENHOR SAUL , O QUAL ABRIU O REFERIDO LOCALIZANDO NO INTERIOR OS DEMAIS OBJETOS DA VITIMA QUALIFICADA. A GUPM REALIZOU DILIGENCIA EM BUSCA DO SUSPEITO POREM NÃO OBTEVE ÊXITO. FOI REGISTRADO O BOLETIM DE OCORRÊNCIA NA DELEGACIA DE POLICIA CIVIL PARA AS PROVIDENCIAS CABÍVEIS.",FURTO,CONSUMADO,SINOP,SETOR INDUSTRIAL SUL,RUA,VALDIR DOERNER,1392,NI,2016,05,02,5/2/2016,15:40:00,1
2016.147178,"RELATA, O COMUNICANTE QUE FOI ABORDADO EM VIA PUBLICA POR DOIS ELEMENTOS QUE ANUNCIARAM O ROUBO. DECLINA, QUE UM DELES ESTAVA ARMADO COM UMA FACA. SALIENTA, QUE FOI SUBTRAIDO AQUILO QUE CONSTA NO ITEM MATERIAL.",ROUBO,CONSUMADO,SINOP,JARDIM JACARANDÁS,LARGO,GIGANTE DO NORTE,NI,NI,2016,05,01,5/1/2016,22:30:00,1
2016.147192,"ESTA GUPM/CAR REALIZAVA ABORDAGENS EM UM ESTABELECIMENTO COMERCIAL(BAR)NA RUA 01 (DOIS) DO BAIRRO BOA VISTA, QUANDO FOI LOCALIZADO NO BOLSO DO CONDUZIDO MANOEL UMA PORÇÃO DE SUBSTANCIA ANÁLOGA A MACONHA. AO REALIZARMOS A CHECAGEM DO CONDUZIDO CLAUDINEI, FOI CONSTATADO QUE O MESMO POSSUI UM MANDADO DE PRISÃO EM ABERTO, MANDADO Nº69247 DO DIA 14/03/2014. DIANTE DESTE FATO AMBOS OS CONDUZIDOS FORAM DETIDOS E ENCAMINHADOS A DEL.POL. MUNICIPAL SEM LESÕES CORPORAIS. REGISTRA-SE. OBS. SEGUE EM ANEXO COPIA DA CONSULTA DO MANDADO DE PRISÃO EXPEDIDO PELO CIOSP.",USO ILÍCITO DE DROGAS,CONSUMADO,SINOP,BOA VISTA,RUA,01,NI,NI,2016,05,02,5/2/2016,19:30:00,1
2016.147241,"RELATA, A COMUNICANTE QUE DEIXOU O VEICULO( CITADO ITEM MATERIAL) ESTACIONADO NO ESTACIONAMENTO DO PATIO DA FACULDADE UNIC/AEROPORTO. DECLINA, QUE FEZ UMA PROVA NA FACULDADE E AO IR PARA O LOCAL EM QUE ESTAVA O VEICULO, DEU POR FALTA DO BEM.DECLINA, QUE O VEICULO POSSUI UM ADESIVO COM O SLOGAM (PARIZOTTO MADEIRAS), ESTANDO O VIDRO DIANTEIRO TRINCADO.",FURTO,CONSUMADO,SINOP,ZONA RURAL,ESTRADA,NANCI,NI,NI,2016,05,02,5/2/2016,20:30:00,1
2016.147301,"ESTA GUPM FORA ACIONADA VIA COPOM PARA ATENDER UMA OCORRENCIA DE FURTO. CHEGANDO AO LOCAL OS ENVOLVIDOS E A VITIMA NOS RELATOU QUE HAVIA UM SUSPEITO EM SUA RESIDENCIA SUBTRAINDO SEUS PERTENCES MAIS QUE AO SER AVISTADO DEIXOU OS PERTENCES E SAIU CORRENDO RUMO A CASA VIZINHA ABANDONADA. EM BUSCAS NA CASA VAZIA LOCALIZAMOS O SUSPEITO, DEPOIS DE ALGUNS MINUTOS EM CIMA DO TELHADO; O SUSPEITO ESTAVA COM O ROSTO MACHUCADO E SANGRANDO, ACIONAMOS A GUBM QUE FIZERAM OS PRIMEIROS SOCORROS E O CONDUZIRAM AO HOSPITAL REGIONAL PARA SER MEDICADO. DIANTE DOS FATOS FORA CONFECCIONADO ESTE PRESENTE BOPM PARA DEMAIS PROVIDENCIAS. O SUSPEITO FICOU INTERNADO NO HOSPITAL SENDO MEDICADO.",FURTO,TENTADO,SINOP,CENTRO,RUA,DAS PRIMAVERAS,06,NI,2016,05,02,5/2/2016,22:23:00,1
2016.147343,"EM RONDAS OSTENSIVAS PELO BAIRRO JARDIM OLIVEIRAS MAIS PRECISAMENTE NA RUA DAS PRIMULAS , FOI OBSERVADO POR ESTA GUPM QUE A INDICIADA NATHALIA SE ENCONTRAVA ENTREGANDO ALGO NA MAO DO INDICIADO FERNANDO, INSTANTE ESTE QUE FOI REALIZADO A ABORDAGEM EM AMBOS, QUE APÓS BUSCA PESSOAL NO INDICIADO FERNANDO FOI LOCALIZADO EM SEU BOLSO UMA PORÇÃO DE SUBSTANCIA ENTORPECENTE ANÁLOGA A MACONHA, INSTANTE ESTE QUE FOI OBSERVADO QUE A INDICIADA NATHALIA SE ENCONTRAVA COM O PÉ EM CIMA DE ALGO , FOI EMANADO ORDEM PARA QUE A MESMA TIRASSE O PÉ ,AO QUAL FOI VERIFICADO QUE SE TRATAVA DE UM CIGARRO ARTESANAL DE SUBSTANCIA ENTORPECENTE ANÁLOGA A MACONHA. DIANTE DO EXPOSTO AMBOS FORAM DETIDOS E ENCAMINHADOS A DEL POL MUNICIPAL SEM LESÃO CORPORAL PARA AS DEVIDAS PROVIDENCIAS NECESSÁRIAS.LAVRA-SE E REGISTRA-SE",USO ILÍCITO DE DROGAS,CONSUMADO,SINOP,JARDIM OLIVEIRAS,RUA,PRIMULAS,202,NI,2016,05,03,5/3/2016,00:40:00,1
2016.147456,"NARRA A VITIMA QUE, ESTAVA NO INTERIOR DE SUA RESIDENCIA JUNTO AO SEU SOBRINHO, QUANDO O SEU TIO, ARINALDO, O QUAL A VITIMA DIZ SER USUÁRIO DE DROGAS, CHEGOU EM SUA RESIDÊNCIA. SEU TIO AO ADENTRAR NA CASA, A VITIMA SE EVADIU POR MEDO, FICANDO EM FRENTE A RESIDENCIA. DIZ TAMBÉM QUE VIU SEU TIO FURTAR SEU APARELHO DE CELULAR. APÓS MUITOS PEDIDOS DA VITIMA PARA QUE O SUSPEITO SAÍSSE DE SUA RESIDENCIA, O SUSPEITO FOI EMBORA, PORÉM, LEVANDO O SEU CELULAR.",FURTO,CONSUMADO,SINOP,JARDIM DAS ACACIAS,RUA,RENUNCIO BALDISERA,NI,"QUADRA 19, Lote 05",2016,05,02,5/2/2016,12:00:00,1
2016.147638,"NARRA A VÍTIMA QUE, ESTAVA VIAJANDO COM SUA FAMÍLIA, DEIXANDO SUA RESIDÊNCIA TRANCADA, PORÉM, AO RETORNAR A CASA PERCEBEU QUE ESTAVA ARROMBADA, SENDO A PORTA DA FRENTE DA CASA FOI ARREBENTADA. AO ADENTRAR NA RESIDÊNCIA, NOTOU QUE VÁRIOS BENS FORAM SUBTRAÍDOS. DIZ QUE SUA VIZINHA EM FRENTE A SUA RESIDÊNCIA TEM CÂMERA DE MONITORAMENTO. A VÍTIMA NÃO TEM NENHUM SUSPEITO A INDICAR.",FURTO,CONSUMADO,SINOP,CENTROS,RUA,DAS PRIMAVERAS,2967,NI,2016,05,03,5/3/2016,07:40:00,1
2016.148115,"NARRA A VITIMA QUE NA DATA DO FATO ESTAVA NA ESCOLA MUNICIPAL LIZAMARA APARECIDA OLIVA DE ALMEIDA, AONDE A VITIMA E PROFESSORA E QUE NO HORÁRIO ACIMA A VITIMA ESTAVA NO BANHEIRO E DEIXOU SEU CELULAR NA SALA, E AO RETORNA DO BANHEIRO SEU CELULAR NÃO ESTAVA MAIS; A VITIMA INFORMOU O CASO PARA SECRETARIA QUE FOI INFORMADA QUE UM RAPAZ PEDIU PARA QUE AS MENINAS DEIXASSE ELE BEBER E ÁGUA E IR ATÉ O BANHEIRO E NESTE INTERVALO O MESMO PASSOU PELA SALA DA VITIMA E PEGOU SEU APARELHO, FOI ACIONADA A RONDA ESCOLAR QUE ESTEVE NO LOCAL MAS NÃO CONSEGUIRAM OBTER ÊXITOS; UMA AMIGA DA VITIMA ACABOU ENCONTRANDO SOMENTE A CAPA DO DO OBJETO.",FURTO,CONSUMADO,SINOP,JARDIM IMPERIAL,RUA,DAS MARGARIDAS,333,NI,2016,05,03,5/3/2016,10:15:00,1
2016.148124,"SEGUNDO RELATOS DA VITIMA A MESMA É FILHA DO PROPRIETÁRIO DO FRIGORÍFICO FRIGOWEBER, E QUE NA MADRUGADA DE HOJE OUVE UM FURTO DE PORCOS NA GRANJA DO FRIGORÍFICO SENDO LEVADOS TRÊS PORCOS, DEU PRA PERCEBER NO LOCAL QUE CHEGARAM A PÉ E UTILIZARAM UM CARRINHO DA EMPRESA PARA O TRANSPORTE DOS PORCOS, E QUE PELO RASTRO NO LOCAL PASSARAM POR UMA CERCA INDO AO SENTIDO DO COMPLEXO VILA MARIANA. REGISTRA-SE PARA DEMAIS PROVIDENCIAS.",FURTO,CONSUMADO,SINOP,NAO INFORMADO,NI,NAO INFORMADO,601,estrada monaliza,2016,05,03,5/3/2016,09:00:00,1
2016.148166,"ESTA GUPM FOI SOLICITADA VIA COPOM (190)QUE NA RESIDÊNCIA LOCALIZA JARDIM VIOLETAS Nº271, QUE RESIDE COM A SUA ESPOSA E SEU CUNHADO O SENHOR EVELIS EVERTON CAETANO DE CARVALHO FURTOU UMA CORRENTE NA DATA DE HOJE, A VITIMA AO VERIFICAR SUA CARTEIRA, NÃO SE ENCONTRAVA MAIS A CORRENTE. E LOGO EM SEGUIDA O SEU CUNHADO SAIU. AO RETORNAR, ELE INDAGOU SEU CUNHADO, PERGUNTANDO LHE ONDE ESTAVA A CORRENTE, ELE NEGOU TER PEGO A MESMA, A VITIMA ENTROU EM CONTATO COM POLICIA MILITAR QUE AO CHEGAR NO LOCAL DO FATO, A VITIMA RELATOU QUE DIAS ANTERIORES ELE PEGOU A MESMA CORRENTE E TROCOU POR UM CELULAR COM SEU AMIGO,A VITIMA DESCOBRIU ONDE O INDIVÍDUO MORAVA, E DESLOCOU ATE A RESIDÊNCIA E FALOU QUE IA CHAMAR A POLICIA LOGO EM SEGUIDA ELE DESFEZ A TROCA. NADA MAIS A RELATAR LAVRA-SE REGISTRA-SE. OBS: ESTE B.O PM FOI REDIGIDO PELO CB PM CARDOSO E SD PM WELLITON.",FURTO,CONSUMADO,SINOP,JD VIOLETAS,NI,NAO INFORMADO,271,NI,2016,05,03,5/3/2016,12:20:00,1
2016.148500,"NARRA A VÍTIMA QUE, SAIU DE SUA RESIDENCIA POR VOLTA DAS 11H, RETORNANDO SOMENTE AS 15H. ASSIM, PERCEBEU QUE SUA BICICLETA, A QUAL FICAVA GUARDADA NA ÁREA EXTERNA DA CASA, NÃO ESTAVA MAIS NO LOCAL DEIXADO. A CASA NÃO POSSUI CÂMERAS DE MONITORAMENTO. A VITIMA NÃO TEM SUSPEITOS A INFORMAR.",FURTO,CONSUMADO,SINOP,JARDIM PALMEIRAS,RUA,DAS AZALEIAS,2828,NI,2016,05,01,5/1/2016,15:00:00,1
2016.148517,"ESTA EQUIPE POLICIAL FOI ACIONADA VIA CENTRAL 190, DANDO CONTA QUE NA RUA RIO VERDE DE Nº 1260 NO BAIRRO MARIA VINDILINA II TERIA OCORRIDO UM ROUBO, AO CHEGARMOS NO LOCAL VITIMAS RELATARAM QUE ESTAVA NA RESIDÊNCIA QUANDO CHEGOU TRÊS INDIVÍDUO TODOS ARMADOS COM ARMA DE FOGO CHEGARAM JÁ PERGUNTANDO PELO NOME HELTON, O ELTON ESTAVA DEITADO FORAM ATÉ ELE, COMEÇARAM A DAR CORONHADA EM SUA CABEÇA A TODO O MOMENTO DIZIAM QUE QUERIAM O DINHEIRO QUE O MESMO TINHA VENDIDO UM VEICULO ECO SPORT, COMO O DINHEIRO ESTAVA NO BANCO BATERAM NELE FRATURANDO A COSTELA E VÁRIOS CORTES NA CABEÇA PROVENIENTE DAS CORONHADAS, EM SEGUIDA LEVARAM DA RESIDÊNCIA O VEICULO CITADO NA APREENSÃO E UMA MOTOCICLETA HONDA/CBX 250 TWISTER DA COR VERMELHA ANO 2008,KAH-1062 SINOP-MT.LEVARAM TAMBÉM DA RESIDÊNCIA UMA TV DE 32 POLEGADAS DA MARCA SEMP, VÁRIOS PERFUMES IMPORTADOS REFRIGERANTES FRAUDAS E BOLACHAS, EM SEGUIDA SAÍRAM TOMANDO RUMO IGNORADO.ONDE TODAS AS VTRS DE SERVIÇOS FEZ RONDAS NO INTUITO DE LOCALIZAR OS SUSPEITOS MAIS SEM ÊXITO. ENCONTRANDO O VEICULO PRISMA POR VOLTA DAS 11:20HORAS NA RUA CINCO NUM TERRENO BALDIO NO BAIRRO NOVO ESTADO. ONDE FOI CONFECCIONADO O B.O E REGISTRADO NA DEL POL MUNICIPAL PARA QUE SEJAM TOMADAS AS MEDIDAS QUE O CASO REQUER. LAVRA E REGISTRA-SE. ",ROUBO,CONSUMADO,SINOP,MARIA VINDILINA II,RUA,RIO VERDE,1260,NI,2016,05,03,5/3/2016,07:10:00,1
2016.148664,"NARRA A VITIMA QUE, ESTACIONOU SEU CARRO EM VIA PÚBLICA PRÓXIMO A IGREJA SÃO FRANCISCO. APÓS, APROXIMADAMENTE, UM HORA DEPOIS, RETORNOU AO VEÍCULO E PERCEBEU QUE ELE ESTAVA COM O VIDRO QUEBRADO POR UMA LAJOTA. AO OLHAR O INTERIOR DO VEÍCULO, NOTOU QUE SEU CELULAR HAVIA SIDO FURTADO.",FURTO,CONSUMADO,SINOP,JARDIM IMPERIAL,AVENIDA,DOS IPES,NI,NI,2016,05,03,5/3/2016,15:40:00,1
2016.148792,NARRA O COMUNICANTE QUE DEIXOU O VEICULO PLACA MIE 2266 ESTACIONADO AO LADO DA LOJA ROCKENBACH ONDE ELE TRABALHA DE ONDE O MESMO FOI FURTADO.,FURTO,CONSUMADO,SINOP,CENTROS,AVENIDA,TARUMAS,NI,NI,2016,05,03,5/3/2016,17:30:00,1
2016.148865,"COMPARECEU NESTA UNIDADE POLICIAL O COMUNICANTE INFORMANDO QUE ESTACIONOU SEU VEICULO FIAT/STRADA, EM FRENTE AO HOTEL UCAYALI, PARA IR ATÉ O POSTO COQUEIRO, E QUANDO RETORNOU PERCEBEU QUE HAVIAM FURTADO SEU VEICULO, RELATA O COMUNICANTE QUE HAVIAM DENTRO DO SEU CARRO UM NOTEBOOK, SUA CARTEIRA DE BOLSO CONTENDO SEU RG, CPF, CNH, TITULO DE ELEITOR, E UMA PASTA COM DOCUMENTOS PESSOAIS E DA EMPRESA AGRO AMAZÔNIA.",FURTO,CONSUMADO,SINOP,CENTRO,AVENIDA,FIGUEIRAS,NI,NI,2016,05,03,5/3/2016,19:15:00,1
